UID,REFCAT,Vulnerabilidad,SA,GradoDanio,PGA,Suelo,pNull,pLow,pMod,pExt,pCom,pMean,ojo,year,floor,facadeL,Escombro
175,30024A16500058,RC31-PRE,0.412,Sligth,0.249,C,0.519,0.285,0.163,0.029,0.005,Sligth,Reinforced Concrete,1980,3,338.39,0.00401
176,30024A16500063,RC31-PRE,0.416,Sligth,0.251,C,0.513,0.287,0.166,0.03,0.005,Sligth,Reinforced Concrete,1994,2,64.37,0.00402
177,30024A16500067,RC31-LOW,0.465,Sligth,0.258,D,0.384,0.307,0.242,0.057,0.011,Sligth,Reinforced Concrete,1998,1,42.03,0.0039
178,30024A16500069,RC31-PRE,0.467,Sligth,0.259,D,0.381,0.307,0.244,0.057,0.011,Sligth,Reinforced Concrete,1980,2,108.32,0.00403
179,30024A16500071,M34-PRE,0.634,Sligth,0.26,D,0.117,0.549,0.213,0.102,0.019,Sligth,Masonry,1958,2,127.67,0.01049
180,30024A16500106,RC31-LOW,0.463,Sligth,0.257,D,0.386,0.306,0.241,0.056,0.011,Sligth,Reinforced Concrete,2004,1,36.54,0.00392
181,30024A16500107,RC31-PRE,0.463,Sligth,0.257,D,0.387,0.306,0.24,0.056,0.011,Sligth,Reinforced Concrete,1974,2,126.45,0.00398
182,30024A16500108,RC31-LOW,0.464,Sligth,0.257,D,0.386,0.306,0.241,0.056,0.011,Sligth,Reinforced Concrete,2001,1,53.02,0.00407
183,30024A16500119,RC31-LOW,0.46,Sligth,0.255,D,0.391,0.306,0.237,0.055,0.011,Sligth,Reinforced Concrete,2000,2,51.23,0.00395
184,30024A16500120,M34-PRE,0.624,Sligth,0.255,D,0.129,0.558,0.203,0.093,0.017,Sligth,Masonry,1962,1,55.88,0.01039
185,30024A16500138,M31-PRE,0.638,Moderate,0.255,D,0.04,0.39,0.293,0.208,0.069,Moderate,Masonry,1940,1,61.71,0.017
186,30024A16500231,RC31-PRE,0.463,Sligth,0.257,D,0.387,0.306,0.24,0.056,0.011,Sligth,Reinforced Concrete,1981,1,137.28,0.00397
187,30024A16500256,RC31-LOW,0.465,Sligth,0.259,D,0.383,0.307,0.242,0.057,0.011,Sligth,Reinforced Concrete,2000,1,79.27,0.00402
188,30024A16500262,RC31-PRE,0.466,Sligth,0.259,D,0.382,0.307,0.243,0.057,0.011,Sligth,Reinforced Concrete,1992,1,51.45,0.00394
189,30024A16500266,M34-PRE,0.628,Sligth,0.257,D,0.124,0.554,0.207,0.097,0.018,Sligth,Masonry,1950,2,24.0,0.01079
190,30024A16500270,M11-PRE,0.603,Complete,0.253,C,0.0,0.006,0.068,0.188,0.738,Complete,Masonry,1900,2,34.67,0.20307
191,30024A16600105,RC31-PRE,0.418,Sligth,0.253,C,0.509,0.288,0.168,0.03,0.005,Sligth,Reinforced Concrete,1975,2,267.97,0.00402
192,30024A16900007,RC31-PRE,0.414,Sligth,0.25,C,0.516,0.286,0.164,0.029,0.005,Sligth,Reinforced Concrete,1981,1,41.62,0.00392
193,30024A16900014,RC31-PRE,0.413,Sligth,0.249,C,0.517,0.286,0.164,0.029,0.005,Sligth,Reinforced Concrete,1992,2,85.76,0.00398
194,30024A16900105,RC31-LOW,0.409,Sligth,0.246,C,0.524,0.283,0.16,0.028,0.004,Sligth,Reinforced Concrete,1997,1,80.86,0.00398
195,30024A16900108,RC31-PRE,0.408,Sligth,0.246,C,0.526,0.283,0.159,0.028,0.004,Sligth,Reinforced Concrete,1980,2,212.99,0.00402
196,30024A16900161,M11-PRE,0.573,Complete,0.24,C,0.0,0.01,0.09,0.218,0.682,Complete,Masonry,1900,2,43.7,0.20085
197,30024A16900171,RC31-PRE,0.401,Sligth,0.241,C,0.538,0.279,0.153,0.026,0.004,Sligth,Reinforced Concrete,1981,2,101.51,0.00397
198,30024A16900175,RC31-LOW,0.401,Sligth,0.241,C,0.537,0.28,0.153,0.026,0.004,Sligth,Reinforced Concrete,2001,1,46.68,0.00393
199,30024A16900183,RC31-LOW,0.406,Sligth,0.244,C,0.529,0.282,0.158,0.027,0.004,Sligth,Reinforced Concrete,1997,1,29.61,0.00403
200,30024A16900287,RC31-PRE,0.411,Sligth,0.248,C,0.521,0.284,0.162,0.028,0.005,Sligth,Reinforced Concrete,1988,2,66.91,0.00394
201,30024A16900288,RC31-LOW,0.412,Sligth,0.248,C,0.52,0.285,0.162,0.028,0.005,Sligth,Reinforced Concrete,1997,1,81.1,0.00397
202,30024A17200002,RC31-LOW,0.393,Sligth,0.236,C,0.55,0.276,0.146,0.024,0.004,Sligth,Reinforced Concrete,2002,1,117.59,0.00404
203,30024A17200014,RC31-PRE,0.392,Sligth,0.235,C,0.552,0.275,0.145,0.024,0.004,Sligth,Reinforced Concrete,1981,1,72.96,0.00406
204,30024A17200016,RC31-PRE,0.392,Sligth,0.235,C,0.553,0.275,0.145,0.024,0.004,Sligth,Reinforced Concrete,1981,1,86.51,0.00397
205,30024A17200155,RC31-LOW,0.391,Sligth,0.234,C,0.554,0.275,0.145,0.024,0.004,Sligth,Reinforced Concrete,2003,2,83.06,0.00405
206,30024A17300047,RC31-LOW,0.37,Sligth,0.22,C,0.589,0.262,0.127,0.019,0.003,Sligth,Reinforced Concrete,2003,1,46.49,0.00394
207,30024A17300048,RC31-PRE,0.371,Sligth,0.22,C,0.589,0.262,0.127,0.019,0.003,Sligth,Reinforced Concrete,1970,2,351.45,0.00399
208,30024A17300049,RC31-LOW,0.369,Sligth,0.219,C,0.592,0.261,0.126,0.019,0.003,Sligth,Reinforced Concrete,2007,1,78.98,0.00403
209,30024A17300056,M11-PRE,0.524,Extensive,0.22,C,0.001,0.02,0.135,0.263,0.582,Extensive,Masonry,1900,2,184.7,0.08131
210,30024A17300058,RC31-PRE,0.372,Sligth,0.221,C,0.587,0.263,0.128,0.02,0.003,Sligth,Reinforced Concrete,1981,2,150.33,0.004
211,30024A17300080,RC31-PRE,0.376,Sligth,0.224,C,0.58,0.265,0.131,0.02,0.003,Sligth,Reinforced Concrete,1973,2,328.65,0.00401
212,30024A17300092,RC31-LOW,0.38,Sligth,0.227,C,0.572,0.268,0.135,0.021,0.003,Sligth,Reinforced Concrete,2005,1,42.33,0.00389
213,30024A17300149,RC31-PRE,0.373,Sligth,0.222,C,0.585,0.264,0.129,0.02,0.003,Sligth,Reinforced Concrete,1992,2,66.66,0.00395
214,30024A17300150,RC31-LOW,0.374,Sligth,0.223,C,0.582,0.265,0.13,0.02,0.003,Sligth,Reinforced Concrete,1999,1,89.32,0.00402
215,30024A17300163,RC31-PRE,0.374,Sligth,0.222,C,0.584,0.264,0.129,0.02,0.003,Sligth,Reinforced Concrete,1981,1,181.74,0.00398
216,30024A17300169,RC31-LOW,0.373,Sligth,0.221,C,0.586,0.263,0.128,0.02,0.003,Sligth,Reinforced Concrete,1999,2,100.11,0.004
217,30024A17300173,RC31-PRE,0.373,Sligth,0.222,C,0.585,0.264,0.129,0.02,0.003,Sligth,Reinforced Concrete,1988,1,55.27,0.00399
218,30024A17300174,RC31-PRE,0.373,Sligth,0.222,C,0.585,0.264,0.129,0.02,0.003,Sligth,Reinforced Concrete,1981,2,35.37,0.00398
219,30024A17400005,M34-PRE,0.508,Sligth,0.212,C,0.377,0.527,0.076,0.019,0.002,Sligth,Masonry,1986,3,67.44,0.01051
220,30024A17400006,RC31-PRE,0.361,Sligth,0.213,C,0.606,0.255,0.118,0.017,0.002,Sligth,Reinforced Concrete,1981,1,133.63,0.00402
221,30024A17400096,RC31-LOW,0.356,Sligth,0.21,C,0.614,0.252,0.115,0.017,0.002,Sligth,Reinforced Concrete,1998,1,60.23,0.00399
222,30024A17400097,M31-PRE,0.521,Sligth,0.212,C,0.2,0.569,0.165,0.058,0.008,Sligth,Masonry,1933,2,227.29,0.01051
223,30024A17400098,M34-PRE,0.514,Sligth,0.215,C,0.362,0.535,0.08,0.021,0.002,Sligth,Masonry,1950,2,238.89,0.01053
224,30024A17400157,RC31-LOW,0.355,Sligth,0.21,C,0.615,0.252,0.114,0.016,0.002,Sligth,Reinforced Concrete,2000,2,119.09,0.00402
225,30024A32500074,RC31-PRE,0.245,None,0.17,C,0.802,0.153,0.041,0.004,0.0,None,Reinforced Concrete,1978,3,94.17,0
226,30024A32500158,RC31-PRE,0.246,None,0.171,C,0.8,0.154,0.042,0.004,0.0,None,Reinforced Concrete,1986,2,274.41,0
227,30024A32600004,RC31-LOW,0.265,None,0.185,C,0.77,0.173,0.052,0.005,0.001,None,Reinforced Concrete,1998,2,42.0,0
228,30024A32600046,RC31-LOW,0.257,None,0.179,C,0.784,0.165,0.047,0.005,0.0,None,Reinforced Concrete,2007,1,30.64,0
229,30024A32600049,RC31-LOW,0.256,None,0.179,C,0.784,0.164,0.047,0.005,0.0,None,Reinforced Concrete,2009,1,81.86,0
230,30024A32600451,RC31-LOW,0.411,Sligth,0.223,D,0.474,0.296,0.188,0.036,0.006,Sligth,Reinforced Concrete,2010,1,184.95,0.004
231,30024A32600473,RC31-PRE,0.403,Sligth,0.217,D,0.489,0.292,0.179,0.034,0.006,Sligth,Reinforced Concrete,1970,1,32.2,0.00386
232,30024A32600474,RC31-PRE,0.403,Sligth,0.217,D,0.489,0.292,0.179,0.033,0.006,Sligth,Reinforced Concrete,1970,1,47.06,0.00391
233,30024A32900013,RC31-LOW,0.347,Sligth,0.204,C,0.63,0.246,0.107,0.015,0.002,Sligth,Reinforced Concrete,1997,2,74.54,0.00401
234,3280104XG1638S,M11-PRE,0.492,Extensive,0.206,C,0.001,0.03,0.172,0.288,0.508,Extensive,Masonry,1908,1,65.74,0.05597
235,3280105XG1637N,RC31-PRE,0.35,Sligth,0.206,C,0.624,0.248,0.11,0.015,0.002,Sligth,Reinforced Concrete,1973,1,75.05,0.004
236,3283005XG1638C,RC31-PRE,0.35,Sligth,0.206,C,0.624,0.248,0.11,0.015,0.002,Sligth,Reinforced Concrete,1960,1,155.69,0.00399
237,3283006XG1638C,M31-PRE,0.505,Sligth,0.206,C,0.227,0.569,0.148,0.049,0.006,Sligth,Masonry,1940,1,29.95,0.01051
238,3283007XG1638C,M34-PRE,0.492,Sligth,0.206,C,0.411,0.507,0.065,0.015,0.001,Sligth,Masonry,1970,1,59.27,0.01059
239,3283009XG1638C,M34-PRE,0.332,None,0.161,B,0.81,0.184,0.006,0.001,0.0,None,Masonry,1960,1,54.89,0
240,3283010XG1638C,RC31-PRE,0.351,Sligth,0.207,C,0.623,0.249,0.111,0.016,0.002,Sligth,Reinforced Concrete,1975,1,13.38,0.00424
241,3283011XG1638C,M34-PRE,0.496,Sligth,0.207,C,0.404,0.512,0.067,0.016,0.001,Sligth,Masonry,1940,1,117.74,0.01049
242,3283012XG1638C,M34-PRE,0.497,Sligth,0.208,C,0.401,0.513,0.068,0.016,0.001,Sligth,Masonry,1960,1,92.85,0.01047
243,3283014XG1638C,RC31-PRE,0.205,None,0.162,B,0.87,0.106,0.022,0.002,0.0,None,Reinforced Concrete,1982,2,123.1,0
244,3283016XG1638C,M31-PRE,0.514,Sligth,0.209,C,0.212,0.57,0.158,0.054,0.007,Sligth,Masonry,1940,2,329.73,0.01051
245,3283017XG1638C,M31-PRE,0.513,Sligth,0.209,C,0.213,0.57,0.157,0.053,0.007,Sligth,Masonry,1940,1,234.38,0.01052
246,3283018XG1638C,M31-PRE,0.513,Sligth,0.209,C,0.214,0.57,0.156,0.053,0.007,Sligth,Masonry,1940,1,107.16,0.01052
247,3283019XG1638C,M31-PRE,0.344,None,0.161,B,0.659,0.318,0.02,0.003,0.0,None,Masonry,1940,1,26.94,0
248,3283020XG1638C,RC31-PRE,0.204,None,0.161,B,0.871,0.105,0.021,0.002,0.0,None,Reinforced Concrete,1984,1,109.1,0
249,3283022XG1638C,M34-PRE,0.493,Sligth,0.206,C,0.41,0.508,0.066,0.015,0.001,Sligth,Masonry,1960,1,43.26,0.01038
250,3379309XG1637G,RC31-PRE,0.357,Sligth,0.211,C,0.613,0.253,0.115,0.017,0.002,Sligth,Reinforced Concrete,1973,2,100.68,0.00399
251,3379311XG1637N,RC31-PRE,0.352,Sligth,0.208,C,0.621,0.249,0.112,0.016,0.002,Sligth,Reinforced Concrete,1992,1,266.07,0.00399
252,3379312XG1638S,RC31-LOW,0.365,Sligth,0.217,C,0.598,0.259,0.123,0.018,0.003,Sligth,Reinforced Concrete,1998,1,56.02,0.00396
253,3385601XG1638N,RC31-LOW,0.351,Sligth,0.207,C,0.622,0.249,0.111,0.016,0.002,Sligth,Reinforced Concrete,1999,1,205.41,0.004
254,3385602XG1638N,RC31-PRE,0.352,Sligth,0.208,C,0.621,0.249,0.111,0.016,0.002,Sligth,Reinforced Concrete,1995,2,357.85,0.00401
255,3385603XG1638N,RC31-PRE,0.352,Sligth,0.208,C,0.62,0.25,0.112,0.016,0.002,Sligth,Reinforced Concrete,1995,2,195.74,0.00399
256,3483801XG1638S,RC31-LOW,0.355,Sligth,0.21,C,0.615,0.252,0.114,0.016,0.002,Sligth,Reinforced Concrete,1999,1,148.77,0.00402
257,3483802XG1638S,RC31-PRE,0.356,Sligth,0.21,C,0.614,0.252,0.115,0.017,0.002,Sligth,Reinforced Concrete,1982,1,75.84,0.00398
258,3483803XG1638S,RC31-PRE,0.356,Sligth,0.21,C,0.614,0.252,0.115,0.017,0.002,Sligth,Reinforced Concrete,1982,2,158.71,0.00402
259,3484201XG1638S,RC31-PRE,0.355,Sligth,0.209,C,0.616,0.251,0.114,0.016,0.002,Sligth,Reinforced Concrete,1995,1,187.68,0.00402
260,3484202XG1638S,RC31-LOW,0.356,Sligth,0.21,C,0.615,0.252,0.114,0.016,0.002,Sligth,Reinforced Concrete,1999,1,98.48,0.00403
261,3582902XG1638B,RC31-PRE,0.361,Sligth,0.214,C,0.606,0.256,0.119,0.017,0.002,Sligth,Reinforced Concrete,1974,1,70.04,0.004
262,3582903XG1638B,RC31-PRE,0.361,Sligth,0.214,C,0.605,0.256,0.119,0.017,0.002,Sligth,Reinforced Concrete,1974,1,80.06,0.004
263,3582904XG1638B,RC31-LOW,0.359,Sligth,0.212,C,0.609,0.254,0.117,0.017,0.002,Sligth,Reinforced Concrete,2008,2,223.42,0.00401
264,3582905XG1638B,RC31-PRE,0.36,Sligth,0.213,C,0.607,0.255,0.118,0.017,0.002,Sligth,Reinforced Concrete,1970,1,10.95,0.00383
265,3582906XG1638B,RC31-LOW,0.358,Sligth,0.212,C,0.61,0.254,0.117,0.017,0.002,Sligth,Reinforced Concrete,2002,2,147.47,0.00397
266,3584101XG1638S,RC31-PRE,0.357,Sligth,0.211,C,0.612,0.253,0.116,0.017,0.002,Sligth,Reinforced Concrete,1974,2,281.21,0.00399
267,3584102XG1638S,RC31-PRE,0.358,Sligth,0.212,C,0.611,0.254,0.116,0.017,0.002,Sligth,Reinforced Concrete,1979,2,226.12,0.00399
268,3584201XG1638N,RC31-PRE,0.358,Sligth,0.212,C,0.61,0.254,0.117,0.017,0.002,Sligth,Reinforced Concrete,1995,2,127.91,0.00403
269,3584202XG1638N,RC31-PRE,0.358,Sligth,0.212,C,0.61,0.254,0.117,0.017,0.002,Sligth,Reinforced Concrete,1995,1,18.06,0.00421
270,3584203XG1638N,RC31-PRE,0.359,Sligth,0.212,C,0.609,0.254,0.117,0.017,0.002,Sligth,Reinforced Concrete,1995,1,93.47,0.00403
271,3584204XG1638N,RC31-LOW,0.36,Sligth,0.213,C,0.608,0.255,0.118,0.017,0.002,Sligth,Reinforced Concrete,2012,1,202.76,0.00402
272,3584205XG1638N,RC31-PRE,0.359,Sligth,0.212,C,0.61,0.254,0.117,0.017,0.002,Sligth,Reinforced Concrete,1995,1,18.15,0.0042
273,3585001XG1638F,RC31-PRE,0.361,Sligth,0.214,C,0.605,0.256,0.119,0.018,0.002,Sligth,Reinforced Concrete,1970,2,139.84,0.004
274,3585003XG1638F,RC31-PRE,0.364,Sligth,0.216,C,0.601,0.258,0.121,0.018,0.003,Sligth,Reinforced Concrete,1970,1,104.79,0.004
275,3585004XG1638F,RC31-PRE,0.363,Sligth,0.215,C,0.602,0.257,0.12,0.018,0.003,Sligth,Reinforced Concrete,1972,2,198.19,0.00402
276,3585006XG1638F,M34-PRE,0.51,Sligth,0.213,C,0.371,0.531,0.078,0.02,0.002,Sligth,Masonry,1964,2,256.37,0.01053
277,3585007XG1638F,RC31-PRE,0.36,Sligth,0.213,C,0.607,0.255,0.118,0.017,0.002,Sligth,Reinforced Concrete,1965,1,103.2,0.00403
278,3585008XG1638F,RC31-PRE,0.36,Sligth,0.213,C,0.607,0.255,0.118,0.017,0.002,Sligth,Reinforced Concrete,1970,1,42.52,0.00412
279,3585009XG1638F,RC31-PRE,0.362,Sligth,0.214,C,0.604,0.256,0.119,0.018,0.002,Sligth,Reinforced Concrete,1975,1,57.8,0.00408
280,3585010XG1638F,RC31-PRE,0.363,Sligth,0.215,C,0.602,0.257,0.12,0.018,0.003,Sligth,Reinforced Concrete,1982,1,93.11,0.00404
281,3585012XG1638F,RC31-PRE,0.362,Sligth,0.214,C,0.604,0.256,0.12,0.018,0.003,Sligth,Reinforced Concrete,1968,3,96.12,0.00398
282,3585013XG1638F,RC31-PRE,0.361,Sligth,0.214,C,0.605,0.256,0.119,0.017,0.002,Sligth,Reinforced Concrete,1965,2,237.21,0.00398
283,3585015XG1638F,M34-PRE,0.354,Moderate,0.212,C,0.065,0.476,0.259,0.16,0.041,Moderate,Masonry,1960,3,156.27,0.02199
284,3585016XG1638F,M34-PRE,0.511,Sligth,0.213,C,0.37,0.531,0.078,0.02,0.002,Sligth,Masonry,1960,1,20.56,0.01031
285,3585018XG1638F,RC31-PRE,0.224,Sligth,0.211,C,0.48,0.294,0.184,0.035,0.006,Sligth,Reinforced Concrete,1982,6,164.36,0.00401
286,3585020XG1638F,RC31-PRE,0.358,Sligth,0.212,C,0.611,0.254,0.116,0.017,0.002,Sligth,Reinforced Concrete,1970,2,153.23,0.00402
287,3585022XG1638F,RC31-LOW,0.357,Sligth,0.211,C,0.613,0.253,0.115,0.017,0.002,Sligth,Reinforced Concrete,1998,1,140.02,0.004
288,3585023XG1638F,RC31-PRE,0.356,Sligth,0.21,C,0.614,0.252,0.115,0.017,0.002,Sligth,Reinforced Concrete,1978,1,29.73,0.00402
289,3585024XG1638F,RC31-PRE,0.355,Sligth,0.21,C,0.615,0.252,0.114,0.016,0.002,Sligth,Reinforced Concrete,1975,2,152.52,0.00403
290,3585045XG1638F,RC31-PRE,0.264,None,0.185,C,0.771,0.172,0.051,0.005,0.001,None,Reinforced Concrete,1965,1,119.06,0
291,3585048XG1638F,RC31-PRE,0.265,None,0.186,C,0.769,0.173,0.052,0.005,0.001,None,Reinforced Concrete,1960,1,80.27,0
292,3585050XG1638F,RC31-LOW,0.361,Sligth,0.213,C,0.606,0.256,0.119,0.017,0.002,Sligth,Reinforced Concrete,2006,3,186.86,0.00398
293,3585051XG1638F,RC31-LOW,0.359,Sligth,0.213,C,0.608,0.255,0.117,0.017,0.002,Sligth,Reinforced Concrete,2007,1,146.49,0.00398
294,3585052XG1638F,RC31-PRE,0.361,Sligth,0.213,C,0.606,0.256,0.119,0.017,0.002,Sligth,Reinforced Concrete,1975,1,36.42,0.00392
295,3585201XG1638N,RC31-LOW,0.357,Sligth,0.211,C,0.613,0.253,0.115,0.017,0.002,Sligth,Reinforced Concrete,1999,2,122.47,0.00396
296,3585202XG1638N,RC31-PRE,0.357,Sligth,0.211,C,0.612,0.253,0.116,0.017,0.002,Sligth,Reinforced Concrete,1970,1,122.97,0.00403
297,3585203XG1638N,RC31-LOW,0.357,Sligth,0.211,C,0.612,0.253,0.116,0.017,0.002,Sligth,Reinforced Concrete,1998,1,82.38,0.00394
298,3681902XG1638B,RC31-LOW,0.363,Sligth,0.215,C,0.601,0.257,0.121,0.018,0.003,Sligth,Reinforced Concrete,2009,1,293.26,0.00401
299,3681903XG1638B,RC31-LOW,0.363,Sligth,0.215,C,0.602,0.257,0.12,0.018,0.003,Sligth,Reinforced Concrete,2006,1,273.82,0.00401
300,3681904XG1638B,RC31-LOW,0.362,Sligth,0.214,C,0.604,0.256,0.119,0.018,0.003,Sligth,Reinforced Concrete,2007,1,86.49,0.00397
301,3585046XG1638F,RC31-PRE,0.265,None,0.185,C,0.77,0.173,0.051,0.005,0.001,None,Reinforced Concrete,1965,1,46.02,0
302,3683001XG1638D,RC31-LOW,0.361,Sligth,0.214,C,0.605,0.256,0.119,0.018,0.002,Sligth,Reinforced Concrete,1999,1,323.94,0.00401
303,3683002XG1638D,RC31-PRE,0.362,Sligth,0.214,C,0.604,0.256,0.12,0.018,0.003,Sligth,Reinforced Concrete,1977,1,58.47,0.00405
304,3683003XG1638D,RC31-PRE,0.362,Sligth,0.214,C,0.604,0.256,0.119,0.018,0.002,Sligth,Reinforced Concrete,1977,1,29.78,0.00401
305,3683004XG1638D,RC31-PRE,0.361,Sligth,0.214,C,0.605,0.256,0.119,0.017,0.002,Sligth,Reinforced Concrete,1977,1,28.92,0.00407
306,3683005XG1638D,RC31-PRE,0.361,Sligth,0.214,C,0.606,0.256,0.119,0.017,0.002,Sligth,Reinforced Concrete,1977,1,29.21,0.00405
307,3683006XG1638D,RC31-PRE,0.36,Sligth,0.213,C,0.606,0.255,0.118,0.017,0.002,Sligth,Reinforced Concrete,1977,1,29.46,0.00404
308,3683007XG1638D,RC31-PRE,0.36,Sligth,0.213,C,0.607,0.255,0.118,0.017,0.002,Sligth,Reinforced Concrete,1977,1,70.06,0.004
309,3683008XG1638D,RC31-PRE,0.36,Sligth,0.213,C,0.608,0.255,0.118,0.017,0.002,Sligth,Reinforced Concrete,1976,1,116.43,0.00398
310,3782401XG1638D,RC31-PRE,0.366,Sligth,0.217,C,0.597,0.259,0.123,0.018,0.003,Sligth,Reinforced Concrete,1986,3,254.77,0.004
311,3785002XG1638F,RC31-LOW,0.364,Sligth,0.216,C,0.6,0.258,0.121,0.018,0.003,Sligth,Reinforced Concrete,2000,2,210.56,0.00399
312,3788401XG1638H,RC31-PRE,0.363,Sligth,0.215,C,0.602,0.257,0.12,0.018,0.003,Sligth,Reinforced Concrete,1968,2,39.0,0.00405
313,3788402XG1638H,M34-PRE,0.515,Sligth,0.215,C,0.361,0.535,0.081,0.021,0.002,Sligth,Masonry,1968,2,51.8,0.01059
314,3788403XG1638H,M34-PRE,0.515,Sligth,0.215,C,0.361,0.535,0.081,0.021,0.002,Sligth,Masonry,1968,2,50.51,0.01043
315,3788404XG1638H,RC31-PRE,0.363,Sligth,0.215,C,0.602,0.257,0.12,0.018,0.003,Sligth,Reinforced Concrete,1992,2,34.59,0.00402
316,3788405XG1638H,RC31-PRE,0.363,Sligth,0.215,C,0.603,0.257,0.12,0.018,0.003,Sligth,Reinforced Concrete,1991,2,52.3,0.00391
317,3821839XG1731N,M34-PRE,0.418,None,0.189,C,0.596,0.373,0.027,0.004,0.0,None,Masonry,1959,2,65.28,0
318,3883302XG1638D,RC31-LOW,0.366,Sligth,0.217,C,0.596,0.259,0.123,0.018,0.003,Sligth,Reinforced Concrete,2005,2,121.08,0.00398
319,3883304XG1638D,RC31-LOW,0.367,Sligth,0.218,C,0.595,0.26,0.124,0.019,0.003,Sligth,Reinforced Concrete,1999,1,104.78,0.004
320,3884601XG1638D,RC31-LOW,0.368,Sligth,0.218,C,0.593,0.26,0.125,0.019,0.003,Sligth,Reinforced Concrete,2008,2,217.84,0.00402
321,3884602XG1638D,RC31-LOW,0.367,Sligth,0.218,C,0.595,0.26,0.124,0.019,0.003,Sligth,Reinforced Concrete,2011,1,84.21,0.00402
322,3886001XG1638F,RC31-PRE,0.366,Sligth,0.217,C,0.597,0.259,0.123,0.018,0.003,Sligth,Reinforced Concrete,1975,2,190.1,0.004
323,3886003XG1638F,RC31-PRE,0.364,Sligth,0.216,C,0.6,0.258,0.122,0.018,0.003,Sligth,Reinforced Concrete,1995,3,364.77,0.004
324,3886004XG1630F,RC31-PRE,0.363,Sligth,0.215,C,0.601,0.257,0.121,0.018,0.003,Sligth,Reinforced Concrete,1995,1,122.51,0.00404
325,3887201XG1638F,RC31-PRE,0.365,Sligth,0.217,C,0.598,0.259,0.122,0.018,0.003,Sligth,Reinforced Concrete,1974,2,36.3,0.00393
326,3887202XG1638F,RC31-PRE,0.365,Sligth,0.217,C,0.598,0.259,0.122,0.018,0.003,Sligth,Reinforced Concrete,1989,2,33.11,0.00411
327,3887203XG1638F,RC31-PRE,0.365,Sligth,0.217,C,0.598,0.259,0.122,0.018,0.003,Sligth,Reinforced Concrete,1974,1,27.0,0.00385
328,3887205XG1638F,M34-PRE,0.518,Sligth,0.216,C,0.354,0.539,0.083,0.022,0.002,Sligth,Masonry,1970,2,36.04,0.0103
329,3887206XG1638F,RC31-LOW,0.365,Sligth,0.216,C,0.599,0.258,0.122,0.018,0.003,Sligth,Reinforced Concrete,2002,3,21.48,0.00386
330,3887207XG1638F,M34-PRE,0.518,Sligth,0.216,C,0.355,0.539,0.083,0.022,0.002,Sligth,Masonry,1992,2,20.15,0.01045
331,3887208XG1638F,RC31-PRE,0.365,Sligth,0.216,C,0.599,0.258,0.122,0.018,0.003,Sligth,Reinforced Concrete,1985,3,23.15,0.00416
332,3887209XG1638F,RC31-PRE,0.364,Sligth,0.216,C,0.599,0.258,0.122,0.018,0.003,Sligth,Reinforced Concrete,1981,3,52.63,0.00409
333,3888301XG1638H,RC31-PRE,0.365,Sligth,0.216,C,0.599,0.258,0.122,0.018,0.003,Sligth,Reinforced Concrete,1993,3,56.74,0.00394
334,3888303XG1638H,RC31-PRE,0.365,Sligth,0.216,C,0.599,0.258,0.122,0.018,0.003,Sligth,Reinforced Concrete,2003,3,27.04,0.00385
335,3888304XG1638H,RC31-PRE,0.365,Sligth,0.216,C,0.599,0.258,0.122,0.018,0.003,Sligth,Reinforced Concrete,1963,2,18.5,0.00416
336,3888305XG1638H,M34-PRE,0.517,Sligth,0.216,C,0.355,0.538,0.083,0.022,0.002,Sligth,Masonry,1970,3,26.18,0.01018
337,3888306XG1638H,RC31-PRE,0.364,Sligth,0.216,C,0.599,0.258,0.122,0.018,0.003,Sligth,Reinforced Concrete,1958,1,32.21,0.00386
338,3888307XG1638H,RC31-PRE,0.364,Sligth,0.216,C,0.6,0.258,0.122,0.018,0.003,Sligth,Reinforced Concrete,1970,3,40.03,0.004
339,3888401XG1638H,RC31-LOW,0.366,Sligth,0.217,C,0.598,0.259,0.123,0.018,0.003,Sligth,Reinforced Concrete,2002,2,55.19,0.00399
340,3888402XG1638H,M31-PRE,0.532,Sligth,0.217,C,0.182,0.567,0.177,0.065,0.01,Sligth,Masonry,1930,1,42.54,0.01049
341,3888403XG1638H,RC31-PRE,0.365,Sligth,0.217,C,0.598,0.259,0.122,0.018,0.003,Sligth,Reinforced Concrete,1968,2,45.99,0.00396
342,3888404XG1638H,M34-PRE,0.519,Sligth,0.217,C,0.353,0.54,0.083,0.022,0.002,Sligth,Masonry,1958,1,38.05,0.0104
343,3888405XG1638H,RC31-PRE,0.365,Sligth,0.216,C,0.598,0.259,0.122,0.018,0.003,Sligth,Reinforced Concrete,1993,2,34.75,0.00401
344,3888406XG1638H,RC31-LOW,0.229,Sligth,0.216,C,0.47,0.296,0.19,0.037,0.006,Sligth,Reinforced Concrete,2008,3,33.24,0.00411
345,3888601XG1638H,RC31-PRE,0.365,Sligth,0.216,C,0.599,0.258,0.122,0.018,0.003,Sligth,Reinforced Concrete,1974,3,45.18,0.00399
346,3888602XG1638H,RC31-PRE,0.365,Sligth,0.216,C,0.599,0.258,0.122,0.018,0.003,Sligth,Reinforced Concrete,1992,1,40.73,0.00396
347,3888603XG1638H,RC31-PRE,0.364,Sligth,0.216,C,0.599,0.258,0.122,0.018,0.003,Sligth,Reinforced Concrete,1980,2,47.86,0.00409
